enterprise_id,Sector,Enterprise Country Headquarters,Workforce Size,Year,Enterprise IT Budget Estimate,Cloud Service Revenues,Other Service Revenues,Non-Surface Product Revenues,Surface Product Revenues,Office Products Revenues
7617,Technology and Consulting,China,27,2015,42390,0,1408.305648,10092.85714,3751.327434,3240
7618,Technology and Consulting,India,110,2015,256080,51216,7598.813056,56906.66667,0,19800
7619,Other,China,40,2015,51960,4996.153846,1875.812274,6836.842105,0,4800
7620,Education,India,28,2015,0,0,0,0,0,0
7621,Technology and Consulting,India,90,2015,0,0,0,0,0,0
7622,Technology and Consulting,China,43,2015,61060,6495.744681,2142.45614,14200,0,5160
7623,Education,China,29,2015,52809,10561.8,1846.468531,13202.25,0,3480
7624,Other,India,466,2015,685020,95141.66667,33911.88119,145748.9362,0,95064
7625,Other,China,22,2015,25124,2243.214286,951.6666667,4926.27451,0,2640
7626,Education,China,3,2015,0,0,0,0,0,0
7627,Financial Services,Singapore,40,2015,75720,24425.80645,3786,9707.692308,0,4800
7628,Healthcare,India,151,2015,0,0,0,0,0,0
7629,Education,China,7,2015,12586,886.3380282,489.7276265,3401.621622,0,840
7630,Technology and Consulting,China,140,2015,305340,21057.93103,8748.997135,67853.33333,0,25200
7631,Technology and Consulting,China,179,2015,329539,53151.45161,12577.82443,0,20341.91358,32220
7632,Technology and Consulting,China,33,2015,43890,3455.905512,4026.605505,9338.297872,0,3960
7633,Technology and Consulting,China,729,2015,2136699,300943.5211,0,454616.8085,126431.8935,183708
7634,Healthcare,China,43,2015,53492,15283.42857,2010.977444,11887.11111,0,5160
7635,Financial Services,China,23,2015,24104,8927.407407,772.5641026,3347.777778,0,2760
7636,Financial Services,China,22,2015,23496,8102.068966,1566.4,0,1556.02649,2640
7637,Healthcare,Singapore,7,2015,8421,2406,278.8410596,1503.75,0,840
7638,Education,India,23,2015,33465,4994.776119,1912.285714,6435.576923,0,2760
7639,Other,China,27,2015,33669,6012.321429,1256.30597,4008.214286,0,3240
7640,Other,South Korea,13,2015,0,0,0,0,0,0
7641,Healthcare,China,828,2015,1415880,524400,115112.1951,252835.7143,0,208656
7642,Other,India,16,2015,19696,3228.852459,1179.401198,3282.666667,0,1920
7643,Technology and Consulting,South Korea,29,2015,42137,6688.412698,3865.779817,7141.864407,0,3480
7644,Education,China,7,2015,0,0,0,0,0,0
7645,Education,India,782,2015,1665660,143591.3793,85418.46154,0,96840.69767,197064
7646,Education,China,20,2015,37000,2661.870504,1850,0,1917.098446,2400
7647,Technology and Consulting,South Korea,39,2015,58110,8940,2594.196429,17609.09091,0,4680
7648,Technology and Consulting,Singapore,3,2015,4140,331.2,211.2244898,1009.756098,0,360
7649,Other,China,212,2015,327540,22131.08108,10016.51376,45491.66667,0,43248
7650,Education,India,24,2015,35328,3463.529412,2128.192771,6542.222222,0,2880
7651,Education,China,7,2015,12565,1021.544715,391.4330218,0,872.5694444,840
7652,Technology and Consulting,India,116,2015,227476,23211.83673,8302.043796,43745.38462,0,20880
7653,Other,China,13,2015,14560,2173.134328,644.2477876,2696.296296,0,1560
7654,Education,Singapore,36,2015,50616,3420,0,8578.983051,2569.340102,4320
7655,Technology and Consulting,South Korea,19,2015,29545,3647.530864,1033.041958,0,1881.847134,2280
7656,Technology and Consulting,China,20,2015,31480,2421.538462,1224.902724,7154.545455,0,2400
7657,Other,South Korea,108,2015,141156,10082.57143,9734.896552,19336.43836,0,19440
7658,Financial Services,India,16,2015,15568,4096.842105,1482.666667,0,668.1545064,1920
7659,Technology and Consulting,South Korea,44,2015,69124,9469.041096,4800.277778,0,3526.734694,5280
7660,Other,India,42,2015,50904,4138.536585,2495.294118,0,2121,5040
7661,Other,South Korea,17,2015,20570,3809.259259,1088.359788,0,1269.753086,2040
7662,Other,India,44,2015,56056,6228.444444,0,11211.2,3920,5280
7663,Technology and Consulting,China,8,2015,0,0,0,0,0,0
7664,Financial Services,China,40,2015,37240,12413.33333,2698.550725,5245.070423,0,4800
7665,Education,India,16,2015,24592,2999.02439,727.5739645,5346.086957,0,1920
7666,Healthcare,China,9,2015,10062,0,368.5714286,1212.289157,433.7068966,1080
7667,Healthcare,China,40,2015,48400,12410.25641,3432.624113,7934.42623,0,4800
7668,Other,South Korea,11,2015,14146,1040.147059,0,2210.3125,889.6855346,1320
7669,Other,China,48,2015,0,0,0,0,0,0
7670,Financial Services,Singapore,22,2015,42790,12225.71429,1490.940767,8073.584906,0,2640
7671,Financial Services,Singapore,10,2015,20240,6325,690.7849829,4400,0,1200
7672,Education,South Korea,13,2015,18733,1387.62963,909.368932,3229.827586,0,1560
7673,Healthcare,China,35,2015,0,0,0,0,0,0
7674,Healthcare,China,830,2015,0,0,0,0,0,0
7675,Other,China,32,2015,35840,2471.724138,2185.365854,6637.037037,0,3840
7676,Education,China,49,2015,92218,8460.366972,5727.826087,0,5151.843575,5880
7677,Healthcare,India,177,2015,395595,119877.2727,14437.77372,51375.97403,0,31860
7678,Education,India,41,2015,59819,4601.461538,1899.015873,11503.65385,3131.884817,0
7679,Financial Services,Singapore,367,2015,1023196,0,70081.91781,138269.7297,78106.56489,74868
7680,Technology and Consulting,India,31,2015,56823,9968.947368,1711.536145,9631.016949,0,3720
7681,Technology and Consulting,India,68,2015,172652,12789.03704,9086.947368,52318.78788,0,12240
7682,Healthcare,Singapore,8,2015,10296,3677.142857,575.1955307,2018.823529,0,960
7683,Healthcare,China,45,2015,54000,21600,1592.920354,0,3884.892086,5400
7684,Education,India,45,2015,72450,5288.321168,3773.4375,23370.96774,0,5400
7685,Healthcare,China,35,2015,38745,12915,1345.3125,4904.43038,0,4200
7686,Technology and Consulting,China,17,2015,22355,1978.318584,679.4832827,5882.894737,0,2040
7687,Other,Singapore,47,2015,54473,10087.59259,3060.280899,12105.11111,2822.435233,0
7688,Other,India,43,2015,47601,3282.827586,1412.492582,0,2416.294416,5160
7689,Education,India,39,2015,57486,4077.021277,3732.857143,12774.66667,0,4680
7690,Technology and Consulting,India,32,2015,65600,6495.049505,2006.116208,11508.77193,0,3840
7691,Technology and Consulting,China,325,2015,861575,61104.60993,24901.01156,0,79043.57798,66300
7692,Other,China,26,2015,32474,2823.826087,1531.792453,6367.45098,0,3120
7693,Financial Services,Singapore,13,2015,25883,9586.296296,1130.262009,4044.21875,0,1560
7694,Other,India,10,2015,12930,0,612.7962085,2535.294118,828.8461538,1200
7695,Financial Services,China,10,2015,10040,2713.513514,557.7777778,1375.342466,0,1200
7696,Financial Services,India,17,2015,18343,5395,586.0383387,3007.04918,0,2040
7697,Other,China,8,2015,9064,1438.730159,355.4509804,1777.254902,0,960
7698,Other,China,33,2015,36663,4313.294118,1496.44898,6010.327869,0,3960
7699,Other,China,28,2015,34104,0,1564.40367,4736.666667,2030,3360
7700,Financial Services,Singapore,35,2015,65170,17613.51351,2404.797048,8045.679012,0,4200
7701,Financial Services,India,139,2015,179588,46048.20513,8846.699507,28965.80645,0,25020
7702,Healthcare,India,25,2015,40450,12257.57576,1781.938326,7490.740741,0,3000
7703,Other,China,35,2015,0,0,0,0,0,0
7704,Technology and Consulting,South Korea,37,2015,0,0,0,0,0,0
7705,Healthcare,China,22,2015,26708,8615.483871,847.8730159,5935.111111,0,2640
7706,Healthcare,China,25,2015,31700,12192.30769,1538.834951,0,1509.52381,3000
7707,Education,China,79,2015,165900,0,8919.354839,47400,10054.54545,14220
7708,Education,India,42,2015,63084,11265,2920.555556,0,3428.478261,5040
7709,Technology and Consulting,China,175,2015,377825,42934.65909,22095.02924,107950,0,31500
7710,Other,Singapore,29,2015,37642,2917.984496,1658.237885,4952.894737,0,3480
7711,Education,India,49,2015,76489,0,6070.555556,17788.13953,4721.54321,5880
7712,Education,China,19,2015,34732,2943.389831,1081.993769,6810.196078,0,2280
7713,Technology and Consulting,South Korea,9,2015,13806,939.1836735,543.5433071,2604.90566,0,1080
7714,Technology and Consulting,South Korea,38,2015,56696,10124.28571,1667.529412,0,4845.811966,4560
7715,Healthcare,China,179,2015,243619,90229.25926,8923.772894,0,8343.116438,32220
7716,Financial Services,Singapore,38,2015,0,0,0,0,0,0
7717,Financial Services,Singapore,18,2015,38232,14704.61538,2918.473282,7802.44898,0,2160
7718,Technology and Consulting,China,8,2015,11768,0,367.75,3268.888889,680.2312139,960
7719,Financial Services,South Korea,83,2015,110805,42617.30769,5653.316327,0,4432.2,14940
7720,Technology and Consulting,India,2,2015,3458,300.6956522,314.3636364,0,214.7826087,240
7721,Technology and Consulting,China,830,2015,0,0,0,0,0,0
7722,Healthcare,South Korea,6,2015,7038,2606.666667,529.1729323,1050.447761,0,720
7723,Other,Singapore,34,2015,39678,3607.090909,1213.394495,7780,0,4080
7724,Other,India,14,2015,0,0,0,0,0,0
7725,Healthcare,China,4,2015,5152,1840,200.4669261,0,172.885906,480
7726,Education,China,743,2015,2217855,403246.3636,68032.36196,403246.3636,0,187236
7727,Healthcare,China,9,2015,0,0,0,0,0,0
7728,Education,China,20,2015,37840,3319.298246,1735.779817,7139.622642,0,2400
7729,Healthcare,India,29,2015,46632,16080,2775.714286,8478.545455,0,3480
7730,Education,China,43,2015,0,0,0,0,0,0
7731,Education,China,13,2015,24362,2137.017544,990.3252033,4872.4,0,1560
7732,Education,China,34,2015,60656,10280.67797,2416.573705,13479.11111,0,4080
7733,Education,India,40,2015,61640,0,3625.882353,18129.41176,3542.528736,4800
7734,Education,China,28,2015,0,0,0,0,0,0
7735,Technology and Consulting,India,4,2015,6032,553.3944954,418.8888889,0,315.8115183,480
7736,Education,India,4,2015,6188,728,236.1832061,1996.129032,0,480
7737,Financial Services,India,120,2015,0,0,0,0,0,0
7738,Technology and Consulting,China,163,2015,312308,35090.78652,17644.51977,86752.22222,0,29340
7739,Education,India,44,2015,0,0,0,0,0,0
7740,Financial Services,South Korea,30,2015,35520,13661.53846,1415.139442,7721.73913,0,3600
7741,Technology and Consulting,South Korea,10,2015,0,0,0,0,0,0
7742,Healthcare,South Korea,43,2015,51815,14804.28571,4282.231405,11024.46809,0,5160
7743,Healthcare,Singapore,38,2015,46512,13289.14286,3876,7501.935484,0,4560
7744,Technology and Consulting,China,27,2015,38745,3994.329897,1203.26087,8610,0,3240
7745,Technology and Consulting,India,45,2015,97650,16008.19672,5677.325581,18778.84615,0,5400
7746,Education,India,24,2015,35856,0,1347.969925,11205,2003.128492,2880
7747,Other,China,16,2015,0,0,0,0,0,0
7748,Technology and Consulting,China,1308,2015,4216992,0,133872.7619,860610.6122,236909.6629,376704
7749,Technology and Consulting,India,45,2015,74655,10978.67647,6435.775862,18663.75,0,5400
7750,Technology and Consulting,China,17,2015,26928,2120.314961,799.0504451,4642.758621,0,2040
7751,Other,China,119,2015,170289,12077.23404,6894.291498,0,13515,21420
7752,Technology and Consulting,India,367,2015,0,0,0,0,0,0
7753,Technology and Consulting,South Korea,47,2015,74448,0,2481.6,21896.47059,5134.344828,5640
7754,Other,India,34,2015,43690,2992.465753,1588.727273,0,2240.512821,4080
7755,Healthcare,China,12,2015,15144,5048,658.4347826,3028.8,0,1440
7756,Financial Services,China,68,2015,84524,31305.18519,3153.880597,10977.14286,0,12240
7757,Technology and Consulting,China,39,2015,0,0,0,0,0,0
7758,Other,Singapore,9,2015,10323,1811.052632,938.4545455,1564.090909,0,1080
7759,Healthcare,Singapore,30,2015,0,0,0,0,0,0
7760,Financial Services,Singapore,26,2015,52832,14675.55556,3498.807947,10160,0,3120
7761,Education,China,45,2015,0,0,0,0,0,0
7762,Healthcare,South Korea,37,2015,41403,16561.2,1210.614035,5049.146341,0,4440
7763,Technology and Consulting,South Korea,48,2015,63168,9428.059701,0,14037.33333,4155.789474,5760
7764,Education,China,15,2015,27960,2613.084112,1839.473684,7988.571429,0,1800
7765,Technology and Consulting,China,18,2015,26514,2346.371681,1056.334661,6798.461538,0,2160
7766,Technology and Consulting,China,36,2015,0,0,0,0,0,0
7767,Education,China,42,2015,77154,5980.930233,3857.7,21431.66667,0,5040
7768,Technology and Consulting,China,34,2015,50320,4616.513761,1506.586826,10939.13043,0,4080
7769,Education,India,38,2015,0,0,0,0,0,0
7770,Technology and Consulting,China,44,2015,63272,0,4551.942446,16650.52632,5272.666667,5280
7771,Technology and Consulting,South Korea,31,2015,0,0,0,0,0,0
7772,Technology and Consulting,India,2,2015,3006,435.6521739,259.137931,939.375,0,240
7773,Education,Singapore,8,2015,12376,2426.666667,803.6363636,2133.793103,0,960
7774,Other,China,2,2015,2310,173.6842105,126.9230769,385,0,240
7775,Healthcare,South Korea,15,2015,0,0,0,0,0,0
7776,Education,China,49,2015,0,0,0,0,0,0
7777,Technology and Consulting,India,78,2015,179712,35942.4,8022.857143,34560,0,14040
7778,Education,China,10,2015,0,0,0,0,0,0
7779,Technology and Consulting,South Korea,13,2015,17212,1247.246377,500.3488372,0,925.3763441,1560
7780,Education,South Korea,10,2015,15320,1823.809524,638.3333333,3736.585366,0,1200
7781,Education,India,11,2015,0,0,0,0,0,0
7782,Other,South Korea,727,2015,1362398,115457.4576,50646.7658,194628.2857,0,183204
7783,Technology and Consulting,China,43,2015,62350,0,2514.112903,13855.55556,3148.989899,5160
7784,Technology and Consulting,China,685,2015,1952250,165444.9153,164054.6218,348616.0714,0,172620
7785,Technology and Consulting,India,3,2015,5544,469.8305085,171.6408669,1108.8,0,360
7786,Other,India,14,2015,16954,1401.157025,1541.272727,0,1228.550725,1680
7787,Technology and Consulting,India,184,2015,364504,38368.84211,15917.20524,88903.41463,27406.31579,0
7788,Other,India,13,2015,16510,0,778.7735849,2293.055556,627.756654,1560
7789,Technology and Consulting,China,46,2015,65734,7223.516484,3844.093567,15286.97674,0,5520
7790,Education,China,32,2015,59520,9300,4839.02439,11230.18868,0,3840
7791,Financial Services,South Korea,5,2015,6640,2075,255.3846154,991.0447761,0,600
7792,Technology and Consulting,South Korea,187,2015,345015,23959.375,12278.11388,67650,0,33660
7793,Healthcare,Singapore,1644,2015,5709612,1502529.474,269321.3208,0,194204.4898,473472
7794,Technology and Consulting,China,8,2015,0,0,0,0,0,0
7795,Education,India,42,2015,65940,4643.661972,0,12441.50943,4516.438356,5040
7796,Healthcare,South Korea,41,2015,51455,17151.66667,1659.83871,6953.378378,0,4920
7797,Education,India,45,2015,0,0,0,0,0,0
7798,Other,Singapore,3,2015,3552,293.553719,226.2420382,0,230.6493506,360
7799,Technology and Consulting,South Korea,10,2015,13080,0,382.4561404,2616,1054.83871,1200
7800,Technology and Consulting,China,13,2015,18447,2277.407407,537.8134111,4499.268293,0,1560
7801,Technology and Consulting,China,54,2015,0,0,0,0,0,0
7802,Other,India,42,2015,46494,4894.105263,3874.5,8156.842105,0,5040
7803,Technology and Consulting,China,16,2015,0,0,0,0,0,0
7804,Education,South Korea,21,2015,30534,2632.241379,1017.8,9849.677419,0,2520
7805,Financial Services,India,30,2015,0,0,0,0,0,0
7806,Financial Services,India,31,2015,28613,0,841.5588235,3447.349398,1788.3125,3720
7807,Technology and Consulting,China,427,2015,1088850,162514.9254,98986.36364,311100,0,87108
7808,Education,China,8,2015,14336,1592.888889,580.4048583,3258.181818,0,960
7809,Technology and Consulting,China,34,2015,53652,9250.344828,0,9935.555556,3916.20438,4080
7810,Education,China,23,2015,41860,6440,1202.873563,8720.833333,0,2760
7811,Financial Services,India,7,2015,7518,2031.891892,337.1300448,1392.222222,0,840
7812,Technology and Consulting,China,32,2015,46688,9154.509804,3990.42735,0,2457.263158,3840
7813,Education,South Korea,32,2015,47776,5429.090909,1873.568627,9014.339623,0,3840
7814,Education,India,12,2015,18372,1331.304348,1200.784314,0,998.4782609,1440
7815,Technology and Consulting,China,8,2015,12184,0,615.3535354,3807.5,673.1491713,960
7816,Technology and Consulting,China,460,2015,1262700,170635.1351,91500,300642.8571,0,93840
7817,Technology and Consulting,China,45,2015,63855,9823.846154,2001.724138,0,5365.966387,5400
7818,Technology and Consulting,China,16,2015,21504,3258.181818,657.6146789,6936.774194,0,1920
7819,Technology and Consulting,South Korea,47,2015,75106,6530.956522,4059.783784,23470.625,0,5640
7820,Technology and Consulting,India,252,2015,615636,50879.00826,27606.99552,0,38002.22222,51408
7821,Healthcare,China,70,2015,97790,29633.33333,8287.288136,0,7700,12600
7822,Technology and Consulting,China,37,2015,57017,10964.80769,0,14619.74359,3678.516129,4440
7823,Education,China,23,2015,41975,4513.44086,1307.632399,13117.1875,0,2760
7824,Education,China,144,2015,323712,46914.78261,10936.21622,59946.66667,0,25920
7825,Healthcare,China,21,2015,0,0,0,0,0,0
7826,Other,Singapore,39,2015,42900,4714.285714,1780.082988,7660.714286,0,4680
7827,Technology and Consulting,China,34,2015,47430,4560.576923,2155.909091,11857.5,0,4080
7828,Technology and Consulting,India,162,2015,0,0,0,0,0,0
7829,Healthcare,India,85,2015,197710,58150,19010.57692,0,10244.04145,15300
7830,Technology and Consulting,South Korea,18,2015,25272,4076.129032,736.7930029,6480,0,2160
7831,Education,South Korea,21,2015,30534,2678.421053,1475.072464,8980.588235,0,2520
7832,Technology and Consulting,China,975,2015,2694900,359320,151398.8764,728351.3514,0,245700
7833,Technology and Consulting,India,19,2015,0,0,0,0,0,0
7834,Other,China,93,2015,122388,17484,10031.80328,0,9414.461538,16740
7835,Other,India,10,2015,11040,1126.530612,0,1380,782.9787234,1200
7836,Education,South Korea,2,2015,2932,0,117.28,945.8064516,223.8167939,240
7837,Other,India,45,2015,57600,4085.106383,1834.394904,0,2094.545455,5400
7838,Technology and Consulting,South Korea,22,2015,30602,3477.5,1619.153439,9273.333333,0,2640
7839,Healthcare,China,4,2015,4856,1566.451613,433.5714286,0,271.2849162,480
7840,Other,China,15,2015,18645,1391.41791,661.1702128,2913.28125,0,1800
7841,Financial Services,South Korea,2,2015,2526,814.8387097,74.07624633,0,90.53763441,240
7842,Other,China,10,2015,11150,1991.071429,336.858006,1527.39726,0,1200
7843,Other,India,34,2015,43894,5164,3657.833333,0,2239.489796,4080
7844,Education,China,9,2015,0,0,0,0,0,0
7845,Other,India,5,2015,5740,0,486.440678,755.2631579,200,600
7846,Education,China,36,2015,64872,4805.333333,2106.233766,0,6298.252427,4320
7847,Education,China,30,2015,56580,8444.776119,0,13800,5601.980198,3600
7848,Education,China,29,2015,54056,0,4700.521739,14225.26316,3198.579882,3480
7849,Technology and Consulting,South Korea,89,2015,167854,15687.28972,11265.36913,28940.34483,0,16020
7850,Other,China,16,2015,20496,2594.43038,1132.375691,0,1375.57047,1920
7851,Education,China,109,2015,235658,34153.33333,13466.17143,41343.50877,0,19620
7852,Education,China,12,2015,22788,4220,1055,3997.894737,0,1440
7853,Education,China,195,2015,424515,0,20607.52427,128640.9091,34235.08065,35100
7854,Education,India,34,2015,52938,7352.5,1718.766234,14705,0,4080
7855,Financial Services,South Korea,39,2015,44031,11290,2147.853659,5793.552632,0,4680
7856,Healthcare,South Korea,7,2015,8162,2720.666667,262.4437299,1736.595745,0,840
7857,Other,China,40,2015,46160,3161.643836,1365.680473,9616.666667,0,4800
7858,Technology and Consulting,South Korea,43,2015,64113,9030,2061.511254,20681.6129,0,5160
7859,Financial Services,China,40,2015,0,0,0,0,0,0
7860,Other,Singapore,49,2015,0,0,0,0,0,0
7861,Other,Singapore,26,2015,32500,2642.276423,0,5158.730159,2407.407407,3120
7862,Other,South Korea,35,2015,43365,3554.508197,3387.890625,6472.38806,0,4200
7863,Technology and Consulting,China,23,2015,36570,3809.375,0,8126.666667,2834.883721,2760
7864,Financial Services,Singapore,576,2015,1649088,610773.3333,64924.72441,206136,0,145152
7865,Education,India,19,2015,0,0,0,0,0,0
7866,Education,India,3,2015,4353,544.125,165.513308,0,250.1724138,360
7867,Education,Singapore,12,2015,17832,1282.877698,550.3703704,0,1426.56,1440
7868,Education,China,132,2015,270732,40407.76119,18543.28767,84603.75,0,23760
7869,Technology and Consulting,India,24,2015,42672,7357.241379,2601.95122,8890,0,2880
7870,Other,China,44,2015,55880,3853.793103,5425.242718,11404.08163,0,5280
7871,Technology and Consulting,India,78,2015,0,0,0,0,0,0
7872,Technology and Consulting,South Korea,22,2015,34804,4094.588235,2383.835616,5898.983051,0,2640
7873,Other,South Korea,46,2015,57638,3975.034483,2391.618257,8234,0,5520
7874,Other,Singapore,20,2015,0,0,0,0,0,0
7875,Other,Singapore,103,2015,0,0,0,0,0,0
7876,Technology and Consulting,South Korea,15,2015,0,0,0,0,0,0
7877,Technology and Consulting,India,180,2015,334260,26528.57143,10611.42857,65541.17647,0,32400
7878,Financial Services,South Korea,31,2015,36022,11256.875,1412.627451,0,1792.139303,3720
7879,Healthcare,China,4,2015,4776,1447.272727,208.558952,809.4915254,0,480
7880,Education,India,39,2015,60060,5775,3374.157303,0,4113.69863,4680
7881,Technology and Consulting,China,12,2015,17988,1816.969697,1145.732484,4387.317073,0,1440
7882,Education,China,113,2015,248261,0,10387.48954,45974.25926,21401.81034,20340
7883,Other,China,2,2015,2586,200.4651163,230.8928571,397.8461538,0,240
7884,Technology and Consulting,India,32,2015,52736,4546.206897,1896.978417,12556.19048,0,3840
7885,Other,Singapore,24,2015,26472,2909.010989,1946.470588,4727.142857,0,2880
7886,Education,China,23,2015,0,0,0,0,0,0
7887,Technology and Consulting,India,46,2015,82708,5704,6313.587786,15605.28302,0,5520
7888,Education,China,7,2015,12985,1492.528736,1169.81982,0,877.3648649,840
7889,Healthcare,India,194,2015,432232,144077.3333,23490.86957,0,15717.52727,34920
7890,Other,India,17,2015,20264,0,1595.590551,4405.217391,1138.426966,2040
7891,Healthcare,India,173,2015,366241,114450.3125,15453.20675,44125.42169,0,31140
7892,Healthcare,India,10,2015,16180,5393.333333,908.988764,3172.54902,0,1200
7893,Education,China,42,2015,77112,8117.052632,3586.604651,14549.43396,0,5040
7894,Education,India,30,2015,44220,3324.81203,4094.444444,13818.75,0,3600
7895,Other,China,8,2015,10352,723.9160839,0,1522.352941,477.0506912,960
7896,Other,South Korea,38,2015,44916,7244.516129,1416.908517,0,2041.636364,4560
7897,Education,South Korea,43,2015,64199,7925.802469,2292.821429,0,4720.514706,5160
7898,Technology and Consulting,South Korea,47,2015,62651,4710.601504,4640.814815,0,4176.733333,5640
7899,Other,China,29,2015,34771,5608.225806,1696.146341,0,2349.391892,3480
7900,Healthcare,China,47,2015,55554,15014.59459,2057.555556,6693.253012,0,5640
7901,Technology and Consulting,China,7,2015,10444,1065.714286,313.6336336,0,994.6666667,840
7902,Technology and Consulting,China,74,2015,146076,11150.83969,4696.977492,25185.51724,0,13320
7903,Healthcare,Singapore,23,2015,29187,11225.76923,932.4920128,3944.189189,0,2760
7904,Education,China,28,2015,52528,4040.615385,3778.992806,16415,0,3360
7905,Other,South Korea,271,2015,439562,31852.31884,14088.52564,0,27997.57962,55284
7906,Financial Services,India,9,2015,8577,2859,720.7563025,0,335.0390625,1080
7907,Technology and Consulting,India,33,2015,0,0,0,0,0,0
7908,Financial Services,Singapore,118,2015,263494,101343.8462,9180.97561,56062.55319,0,21240
7909,Education,China,5,2015,8885,716.5322581,415.1869159,2401.351351,0,600
7910,Other,South Korea,41,2015,50430,4310.25641,0,9169.090909,1781.978799,4920
7911,Healthcare,Singapore,27,2015,32049,9711.818182,2913.545455,3815.357143,0,3240
7912,Technology and Consulting,China,34,2015,48926,9593.333333,2234.063927,11119.54545,0,4080
7913,Other,India,33,2015,41547,8146.470588,1655.258964,6491.71875,0,3960
7914,Technology and Consulting,China,16,2015,21072,1727.213115,634.6987952,3571.525424,0,1920
7915,Technology and Consulting,India,33,2015,48213,6261.428571,2025.756303,16071,0,3960
7916,Technology and Consulting,China,9,2015,12204,877.9856115,960.9448819,2104.137931,0,1080
7917,Healthcare,South Korea,30,2015,36960,10560,1466.666667,4678.481013,0,3600
7918,Healthcare,China,134,2015,187466,64643.44828,9280.49505,0,12840.13699,24120
7919,Financial Services,India,11,2015,11506,3384.117647,625.326087,1643.714286,0,1320
7920,Technology and Consulting,South Korea,3,2015,4782,673.5211268,258.4864865,1017.446809,0,360
7921,Education,China,2,2015,3638,559.6923077,313.6206897,673.7037037,0,240
7922,Healthcare,China,103,2015,144097,40026.94444,12008.08333,0,8005.388889,18540
7923,Education,China,3,2015,5430,624.137931,157.8488372,1597.058824,0,360
7924,Technology and Consulting,Singapore,16,2015,18304,2614.857143,527.4927954,4160,0,1920
7925,Other,China,26,2015,29536,3356.363636,2325.669291,4046.027397,0,3120
7926,Technology and Consulting,South Korea,126,2015,219492,24120,0,45727.5,17014.88372,22680
7927,Technology and Consulting,India,195,2015,0,0,0,0,0,0
7928,Healthcare,China,765,2015,1299735,419269.3548,44058.81356,185676.4286,0,192780
7929,Education,India,12,2015,18288,1334.890511,933.0612245,0,1474.83871,1440
7930,Healthcare,Singapore,13,2015,16081,5360.333333,0,2636.229508,699.173913,1560
7931,Education,China,14,2015,0,0,0,0,0,0
7932,Technology and Consulting,South Korea,57,2015,97299,7661.338583,4964.234694,16491.35593,0,10260
7933,Technology and Consulting,China,47,2015,68855,12079.82456,2125.154321,14052.04082,0,5640
7934,Other,China,9,2015,11061,813.3088235,953.5344828,0,427.0656371,1080
7935,Technology and Consulting,India,135,2015,324540,21928.37838,15831.21951,87713.51351,0,24300
7936,Financial Services,Singapore,49,2015,100156,37094.81481,7257.681159,13178.42105,0,5880
7937,Technology and Consulting,China,11,2015,16247,1185.912409,0,3868.333333,1021.823899,1320
7938,Technology and Consulting,China,14,2015,22008,3493.333333,1038.113208,7336,0,1680
7939,Education,India,22,2015,32714,2195.57047,2320.141844,7607.906977,0,2640
7940,Technology and Consulting,India,64,2015,145536,11025.45455,4267.917889,0,7350.30303,11520
7941,Healthcare,China,477,2015,694989,231663,28366.89796,154442,0,97308
7942,Healthcare,South Korea,16,2015,0,0,0,0,0,0
7943,Technology and Consulting,South Korea,21,2015,28854,2345.853659,0,5444.150943,1707.337278,2520
7944,Education,India,13,2015,20930,1648.031496,1341.666667,5813.888889,0,1560
7945,Financial Services,India,12,2015,13116,4857.777778,642.9411765,1873.714286,0,1440
7946,Technology and Consulting,India,4,2015,6900,479.1666667,485.915493,1301.886792,0,480
7947,Technology and Consulting,South Korea,20,2015,31160,2709.565217,1236.507937,10051.6129,0,2400
7948,Other,South Korea,4,2015,4924,647.8947368,298.4242424,734.9253731,0,480
7949,Technology and Consulting,China,446,2015,1125258,178612.381,105164.2991,362986.4516,0,90984
7950,Financial Services,South Korea,16,2015,20736,5760,1102.978723,2560,0,1920
7951,Financial Services,South Korea,13,2015,14638,3753.333333,1016.527778,2523.793103,0,1560
7952,Technology and Consulting,India,21,2015,29484,5896.8,1638,0,2586.315789,2520
7953,Technology and Consulting,South Korea,45,2015,67500,0,3169.014085,15000,4218.75,5400
7954,Technology and Consulting,India,101,2015,204424,40884.8,7073.49481,63882.5,0,18180
7955,Education,Singapore,16,2015,23200,2367.346939,1054.545455,6444.444444,0,1920
7956,Technology and Consulting,South Korea,281,2015,524346,39130.29851,26086.86567,124844.2857,0,57324
7957,Education,China,9,2015,0,0,0,0,0,0
7958,Technology and Consulting,China,7,2015,9891,760.8461538,428.1818182,1766.25,0,840
7959,Education,China,1109,2015,3882609,669415.3448,296382.3664,1176548.182,0,319392
7960,Education,China,7,2015,0,0,0,0,0,0
7961,Education,India,43,2015,0,0,0,0,0,0
7962,Education,China,12,2015,0,0,0,0,0,0
7963,Technology and Consulting,South Korea,6,2015,7998,567.2340426,418.7434555,2050.769231,0,720
7964,Education,India,93,2015,163866,0,13322.43902,37242.27273,8490.466321,16740
7965,Financial Services,South Korea,68,2015,94928,28766.06061,5617.04142,13184.44444,0,12240
7966,Other,South Korea,374,2015,0,0,0,0,0,0
7967,Technology and Consulting,South Korea,13,2015,0,0,0,0,0,0
7968,Other,China,30,2015,34140,2566.917293,1673.529412,4113.253012,0,3600
